Product Name,Category,Sub-category,Company,Retail Price,Consumer Price,Bulk Price,Bulk Limit,imageUrl,imageUrl
Sour Drumpy lollipop with powder Rs.10 (30 Pcs),Sour & Sweets,lollipops,Marleen,300,240,220,,https://admin.dealcart.io/products/medium-1753864923166-Yums%20Sour%20Box%20Rs.%2010%20%281x24%29..webp,https://admin.dealcart.io/products/medium-1753864923166-Yums%20Sour%20Box%20Rs.%2010%20%281x24%29..webp
Mr.Painter Stand Rs.10 (50Pcs),Sour & Sweets,Lollipops,JoJo,500,420,410,,https://admin.dealcart.io/products/medium-1753876473688-Nonstick%20Air%20Fryer%20Paper%20Disposable%20Plate%20Square%20%2850pcs%29-1..webp,https://admin.dealcart.io/products/medium-1753876473688-Nonstick%20Air%20Fryer%20Paper%20Disposable%20Plate%20Square%20%2850pcs%29-1..webp
Teddy Chocolate Lollipops Rs.10 (24Pcs),Sour & Sweets,Lollipops,JoJo,240,210,205,,https://admin.dealcart.io/products/medium-1718980513005-Gluco%20Teddy%20Chocolate%20Rs.%2040%20%281x8%29..webp,https://admin.dealcart.io/products/medium-1718980513005-Gluco%20Teddy%20Chocolate%20Rs.%2040%20%281x8%29..webp
Cookie Lollipop Box Rs.10 (24Pcs) Strawberry,Sour & Sweets,Lollipops,JoJo,240,210,205,,https://admin.dealcart.io/products/medium-1763197386730-Chocolate%20Chip%20Cookie%20Original%20Box%20Rs.%2020%20%281x16%29..webp,https://admin.dealcart.io/products/medium-1763197386730-Chocolate%20Chip%20Cookie%20Original%20Box%20Rs.%2020%20%281x16%29..webp
Cookie Lollipop Box Rs.10 (24Pcs) Apple,Sour & Sweets,Lollipops,JoJo,240,210,205,,https://admin.dealcart.io/products/medium-1763197386730-Chocolate%20Chip%20Cookie%20Original%20Box%20Rs.%2020%20%281x16%29..webp,https://admin.dealcart.io/products/medium-1763197386730-Chocolate%20Chip%20Cookie%20Original%20Box%20Rs.%2020%20%281x16%29..webp
Cookie Lollipop Box Rs.10 (24Pcs) Lemon,Sour & Sweets,Lollipops,JoJo,240,210,205,,https://admin.dealcart.io/products/medium-1763197386730-Chocolate%20Chip%20Cookie%20Original%20Box%20Rs.%2020%20%281x16%29..webp,https://admin.dealcart.io/products/medium-1763197386730-Chocolate%20Chip%20Cookie%20Original%20Box%20Rs.%2020%20%281x16%29..webp
Cookie Lollipop Box Rs.10 (24Pcs) Orange,Sour & Sweets,Lollipops,JoJo,240,210,205,,https://admin.dealcart.io/products/medium-1763197386730-Chocolate%20Chip%20Cookie%20Original%20Box%20Rs.%2020%20%281x16%29..webp,https://admin.dealcart.io/products/medium-1763197386730-Chocolate%20Chip%20Cookie%20Original%20Box%20Rs.%2020%20%281x16%29..webp
Cookie Lollipop Box Rs.10 (24Pcs) B.Berry,Sour & Sweets,Lollipops,JoJo,240,210,205,,https://admin.dealcart.io/products/medium-1763197386730-Chocolate%20Chip%20Cookie%20Original%20Box%20Rs.%2020%20%281x16%29..webp,https://admin.dealcart.io/products/medium-1763197386730-Chocolate%20Chip%20Cookie%20Original%20Box%20Rs.%2020%20%281x16%29..webp
Jagmag Lolly Pop Box Rs.5 (30Pcs),Sour & Sweets,Lollipops,Gibs,150,135,130,,https://admin.dealcart.io/31_store_Wed%20Aug%2027%202025%2009%3A47%3A20%20GMT%2B0000%20%28Coordinated%20Universal%20Time%29,https://admin.dealcart.io/31_store_Wed%20Aug%2027%202025%2009%3A47%3A20%20GMT%2B0000%20%28Coordinated%20Universal%20Time%29
Teddy Lolly Pop Box Rs.5 (30Pcs),Sour & Sweets,Lollipops,Gibs,150,135,130,,https://admin.dealcart.io/products/medium-1736428171688-Teddy%20Bear%20Sippy%20Straw%20Bottle..webp,https://admin.dealcart.io/products/medium-1736428171688-Teddy%20Bear%20Sippy%20Straw%20Bottle..webp
Strawberry Lolly Pop Rs.5 (30Pcs),Sour & Sweets,Lollipops,Gibs,150,135,130,,https://admin.dealcart.io/products/medium-1762340697620-MayFair%20Wow%20Strawberry%20Rs.5%20%281x48%29..webp,https://admin.dealcart.io/products/medium-1762340697620-MayFair%20Wow%20Strawberry%20Rs.5%20%281x48%29..webp
Mickey Lolly Pop Rs.5 (30Pcs),Sour & Sweets,Lollipops,Gibs,150,135,130,,https://admin.dealcart.io/31_store_Wed%20Aug%2027%202025%2009%3A47%3A20%20GMT%2B0000%20%28Coordinated%20Universal%20Time%29,https://admin.dealcart.io/31_store_Wed%20Aug%2027%202025%2009%3A47%3A20%20GMT%2B0000%20%28Coordinated%20Universal%20Time%29
Magic Lolly Pop Rs.5 (30Pcs),Sour & Sweets,Lollipops,Gibs,150,135,130,,https://admin.dealcart.io/products/medium-1762152809303-e61586b9-94d9-4caf-9491-0ff976d78856%5B1%5D..webp,https://admin.dealcart.io/products/medium-1762152809303-e61586b9-94d9-4caf-9491-0ff976d78856%5B1%5D..webp
Donut Lollipop Choco Rs.5 (30Pcs),Sour & Sweets,Lollipops,Gibs,150,135,130,,https://admin.dealcart.io/products/medium-1747120579024-Wall%27s%20Donut%2085%20ml%20-%20Pack%20Of%203..webp,https://admin.dealcart.io/products/medium-1747120579024-Wall%27s%20Donut%2085%20ml%20-%20Pack%20Of%203..webp
Crazy Cone lollipops Rs.10 (24 Pcs),Sour & Sweets,Lollipops,JoJo,240,210,205,,,
Hob Nob lollipops Bag Rs.10 (25 Pcs),Sour & Sweets,Lollipops,JoJo,250,220,210,,https://admin.dealcart.io/products/medium-1756282478890-Freezer%20Multi-use%20Packing%20Zip%20Bag-%20Mini%20Main..webp,https://admin.dealcart.io/products/medium-1756282478890-Freezer%20Multi-use%20Packing%20Zip%20Bag-%20Mini%20Main..webp
Orange Slice lollipop Rs.5 (50 Pcs),Sour & Sweets,Lollipops,JoJo,250,215,210,,,
Dil Dil Chocolate Lollipops Rs.10 (24 Pcs),Sour & Sweets,Lollipops,JoJo,240,210,205,,https://admin.dealcart.io/products/medium-1763706620552-f486ba7f-e355-4d49-94b3-fdc281e4e64c..webp,https://admin.dealcart.io/products/medium-1763706620552-f486ba7f-e355-4d49-94b3-fdc281e4e64c..webp
Ice Lollipop Rs.10 (24 Pcs) Apple,Sour & Sweets,Lollipops,JoJo,240,210,205,,https://admin.dealcart.io/products/medium-1741083916933-Bubble%20Ice%20Cube%20Tray%20-%20L.Pink..webp,https://admin.dealcart.io/products/medium-1741083916933-Bubble%20Ice%20Cube%20Tray%20-%20L.Pink..webp
Ice Lollipop Rs.10 (24 Pcs) Strawberry,Sour & Sweets,Lollipops,JoJo,240,210,205,,https://admin.dealcart.io/products/medium-1741083916933-Bubble%20Ice%20Cube%20Tray%20-%20L.Pink..webp,https://admin.dealcart.io/products/medium-1741083916933-Bubble%20Ice%20Cube%20Tray%20-%20L.Pink..webp
Ice Lollipop Rs.10 (24 Pcs) Blueberry,Sour & Sweets,Lollipops,JoJo,240,210,205,,https://admin.dealcart.io/products/medium-1741083916933-Bubble%20Ice%20Cube%20Tray%20-%20L.Pink..webp,https://admin.dealcart.io/products/medium-1741083916933-Bubble%20Ice%20Cube%20Tray%20-%20L.Pink..webp
Hob Nob Bubble Gum Lollypop Stand Rs.10 (50 Pcs),Sour & Sweets,Lollipops,JoJo,500,430,415,,https://admin.dealcart.io/4_store_Tue%20May%2020%202025%2018%3A30%3A17%20GMT%2B0000%20%28Coordinated%20Universal%20Time%29,https://admin.dealcart.io/4_store_Tue%20May%2020%202025%2018%3A30%3A17%20GMT%2B0000%20%28Coordinated%20Universal%20Time%29
FUNNY BUNNY RS 10 (25 Pcs),Sour & Sweets,Lollipops,Candyland,250,220,215,,,
FUNNY BUNNY RS 10 (100 Pcs),Sour & Sweets,Lollipops,Candyland,1000,920,900,,,
Max Straw Jelly Rs.2 (75Pcs),Sour & Sweets,Candies,Gibs,150,135,130,,,
Khata Saeb Candy Jar Rs.5 (50Pcs),Sour & Sweets,Candies,JoJo,240,210,205,,https://admin.dealcart.io/products/medium-1758281560984-Kababjees%20Naan%20Khatai%20Large%20350%20gm..webp,https://admin.dealcart.io/products/medium-1758281560984-Kababjees%20Naan%20Khatai%20Large%20350%20gm..webp
Silly Chilly Candy Rs.5 (50Pcs),Sour & Sweets,Candies,JoJo,240,210,205,,https://admin.dealcart.io/products/medium-1738572336384-Hero%20Image%2065ML..webp,https://admin.dealcart.io/products/medium-1738572336384-Hero%20Image%2065ML..webp
Eclairs Gold Bag Rs.5 (45pcs),Sour & Sweets,Candies,JoJo,250,210,205,,https://admin.dealcart.io/products/medium-1762340400503-MayFair%20Eclairs%20Standup%20Pouch%20Rs.5%20%281x90%29..webp,https://admin.dealcart.io/products/medium-1762340400503-MayFair%20Eclairs%20Standup%20Pouch%20Rs.5%20%281x90%29..webp
Alien Warships Jar Rs.5 (50Pcs),Sour & Sweets,Candies,JoJo,250,210,205,,,
Sakanjve Candy Jar Rs.5 (50Pcs),Sour & Sweets,Candies,JoJo,250,210,205,,https://admin.dealcart.io/products/medium-1753876473688-Nonstick%20Air%20Fryer%20Paper%20Disposable%20Plate%20Square%20%2850pcs%29-1..webp,https://admin.dealcart.io/products/medium-1753876473688-Nonstick%20Air%20Fryer%20Paper%20Disposable%20Plate%20Square%20%2850pcs%29-1..webp
Khata Saeb Candy Bag RS.5 (100Pcs) Free Glass,Sour & Sweets,Candies,JoJo,500,420,410,,https://admin.dealcart.io/products/medium-1758281560984-Kababjees%20Naan%20Khatai%20Large%20350%20gm..webp,https://admin.dealcart.io/products/medium-1758281560984-Kababjees%20Naan%20Khatai%20Large%20350%20gm..webp
Khata Saeb Candy Jar Rs.5 (50Pcs),Sour & Sweets,Candies,JoJo,240,210,205,,https://admin.dealcart.io/products/medium-1758281560984-Kababjees%20Naan%20Khatai%20Large%20350%20gm..webp,https://admin.dealcart.io/products/medium-1758281560984-Kababjees%20Naan%20Khatai%20Large%20350%20gm..webp
CHASKA MANGO BOX Rs.2 (100Pcs),Sour & Sweets,Candies,Mayfair,200,180,170,,https://admin.dealcart.io/products/medium-1692627879455-Category%20Tile%20Grid%20%2833%29..webp,https://admin.dealcart.io/products/medium-1692627879455-Category%20Tile%20Grid%20%2833%29..webp
CHASKA MANGO JAR Rs.2 (250Pcs),Sour & Sweets,Candies,Mayfair,500,440,425,,https://admin.dealcart.io/products/medium-1692627879455-Category%20Tile%20Grid%20%2833%29..webp,https://admin.dealcart.io/products/medium-1692627879455-Category%20Tile%20Grid%20%2833%29..webp
CHASKA MANGO JAR Rs.5 (50Pcs),Sour & Sweets,Candies,Mayfair,250,220,210,,https://admin.dealcart.io/products/medium-1692627879455-Category%20Tile%20Grid%20%2833%29..webp,https://admin.dealcart.io/products/medium-1692627879455-Category%20Tile%20Grid%20%2833%29..webp
CREAMERS BANANA Rs.2 POUCH (100Pcs),Sour & Sweets,Candies,Mayfair,200,180,170,,https://admin.dealcart.io/products/medium-1762343276396-MayFair%20Creamers%20Mango%20Rs..webp,https://admin.dealcart.io/products/medium-1762343276396-MayFair%20Creamers%20Mango%20Rs..webp
CREAMERS MANGO Rs.2 POUCH (100Pcs),Sour & Sweets,Candies,Mayfair,200,180,170,,https://admin.dealcart.io/products/medium-1762343276396-MayFair%20Creamers%20Mango%20Rs..webp,https://admin.dealcart.io/products/medium-1762343276396-MayFair%20Creamers%20Mango%20Rs..webp
CREAMERS STRAW RS.2 POUCH (100Pcs),Sour & Sweets,Candies,Mayfair,200,180,170,,https://admin.dealcart.io/products/medium-1762343276396-MayFair%20Creamers%20Mango%20Rs..webp,https://admin.dealcart.io/products/medium-1762343276396-MayFair%20Creamers%20Mango%20Rs..webp
FROOTO Amrood BAG Rs.1 (120Pcs),Sour & Sweets,Candies,Mayfair,120,100,100,,https://admin.dealcart.io/products/medium-1762340420628-MayFair%20Frooto%20Amrood%20Rs.1%20%281x150%29..webp,https://admin.dealcart.io/products/medium-1762340420628-MayFair%20Frooto%20Amrood%20Rs.1%20%281x150%29..webp
FROOTO Peach BAG Rs.1 (120Pcs),Sour & Sweets,Candies,Mayfair,120,100,100,,https://admin.dealcart.io/products/medium-1762340463297-MayFair%20Frooto%20Lychee%20Rs.1%20%281x150%29..webp,https://admin.dealcart.io/products/medium-1762340463297-MayFair%20Frooto%20Lychee%20Rs.1%20%281x150%29..webp
FROOTO Orange BAG Rs.1 (120Pcs),Sour & Sweets,Candies,Mayfair,120,100,100,,https://admin.dealcart.io/products/medium-1762340463297-MayFair%20Frooto%20Lychee%20Rs.1%20%281x150%29..webp,https://admin.dealcart.io/products/medium-1762340463297-MayFair%20Frooto%20Lychee%20Rs.1%20%281x150%29..webp
FROOTO Lychee BAG Rs.1 (120Pcs),Sour & Sweets,Candies,Mayfair,120,100,100,,https://admin.dealcart.io/products/medium-1762340463297-MayFair%20Frooto%20Lychee%20Rs.1%20%281x150%29..webp,https://admin.dealcart.io/products/medium-1762340463297-MayFair%20Frooto%20Lychee%20Rs.1%20%281x150%29..webp
FROOTO Orange JAR Rs.2 (250Pcs),Sour & Sweets,Candies,Mayfair,500,440,425,,https://admin.dealcart.io/products/medium-1762340443046-MayFair%20Frooto%20Amrood%20Rs.2%20%281x100%29..webp,https://admin.dealcart.io/products/medium-1762340443046-MayFair%20Frooto%20Amrood%20Rs.2%20%281x100%29..webp
FROOTO Amrood JAR Rs.2 (250Pcs),Sour & Sweets,Candies,Mayfair,500,440,425,,https://admin.dealcart.io/products/medium-1762340443046-MayFair%20Frooto%20Amrood%20Rs.2%20%281x100%29..webp,https://admin.dealcart.io/products/medium-1762340443046-MayFair%20Frooto%20Amrood%20Rs.2%20%281x100%29..webp
FROOTO Lychee JAR Rs.2 (250Pcs),Sour & Sweets,Candies,Mayfair,500,440,425,,https://admin.dealcart.io/products/medium-1762340463297-MayFair%20Frooto%20Lychee%20Rs.1%20%281x150%29..webp,https://admin.dealcart.io/products/medium-1762340463297-MayFair%20Frooto%20Lychee%20Rs.1%20%281x150%29..webp
FROOTO Peach JAR Rs.2 (250Pcs),Sour & Sweets,Candies,Mayfair,250,220,210,,https://admin.dealcart.io/products/medium-1762340443046-MayFair%20Frooto%20Amrood%20Rs.2%20%281x100%29..webp,https://admin.dealcart.io/products/medium-1762340443046-MayFair%20Frooto%20Amrood%20Rs.2%20%281x100%29..webp
FRUIT GALA Blackcurrant JAR Rs.5 (50Pcs),Sour & Sweets,Candies,Mayfair,250,220,210,,https://admin.dealcart.io/products/medium-1762340493321-MayFair%20Fruit%20Gala%20Jumbo%20Black%20Current%20Rs.2%20%281x100%29..webp,https://admin.dealcart.io/products/medium-1762340493321-MayFair%20Fruit%20Gala%20Jumbo%20Black%20Current%20Rs.2%20%281x100%29..webp
FRUIT GALA Strawberry JAR Rs.5 (50Pcs),Sour & Sweets,Candies,Mayfair,250,220,210,,https://admin.dealcart.io/products/medium-1762340530961-MayFair%20Fruit%20Gala%20Jumbo%20Strawberry%20Rs.2%20%281x100%29..webp,https://admin.dealcart.io/products/medium-1762340530961-MayFair%20Fruit%20Gala%20Jumbo%20Strawberry%20Rs.2%20%281x100%29..webp
FRUIT GALA Blackcurrant BOX Rs.2 (100Pcs),Sour & Sweets,Candies,Mayfair,200,180,170,,https://admin.dealcart.io/products/medium-1762340493321-MayFair%20Fruit%20Gala%20Jumbo%20Black%20Current%20Rs.2%20%281x100%29..webp,https://admin.dealcart.io/products/medium-1762340493321-MayFair%20Fruit%20Gala%20Jumbo%20Black%20Current%20Rs.2%20%281x100%29..webp
FRUIT GALA Strawberry BOX Rs.2 (100Pcs),Sour & Sweets,Candies,Mayfair,200,180,170,,https://admin.dealcart.io/products/medium-1762340530961-MayFair%20Fruit%20Gala%20Jumbo%20Strawberry%20Rs.2%20%281x100%29..webp,https://admin.dealcart.io/products/medium-1762340530961-MayFair%20Fruit%20Gala%20Jumbo%20Strawberry%20Rs.2%20%281x100%29..webp
FRUIT GALA Orange BOX Rs.2 (100Pcs),Sour & Sweets,Candies,Mayfair,200,180,170,,https://admin.dealcart.io/products/medium-1720435355023-Mirinda%20250%20ml%20Can%201x12..webp,https://admin.dealcart.io/products/medium-1720435355023-Mirinda%20250%20ml%20Can%201x12..webp
FRUIT GALA Apple BOX Rs.2 (100Pcs),Sour & Sweets,Candies,Mayfair,200,180,170,,https://admin.dealcart.io/products/medium-1762340530961-MayFair%20Fruit%20Gala%20Jumbo%20Strawberry%20Rs.2%20%281x100%29..webp,https://admin.dealcart.io/products/medium-1762340530961-MayFair%20Fruit%20Gala%20Jumbo%20Strawberry%20Rs.2%20%281x100%29..webp
FRUIT GALA Lychee BOX Rs.2 (100Pcs),Sour & Sweets,Candies,Mayfair,200,180,170,,https://admin.dealcart.io/products/medium-1762340530961-MayFair%20Fruit%20Gala%20Jumbo%20Strawberry%20Rs.2%20%281x100%29..webp,https://admin.dealcart.io/products/medium-1762340530961-MayFair%20Fruit%20Gala%20Jumbo%20Strawberry%20Rs.2%20%281x100%29..webp
FRUIT GALA Blackcurrant JAR Rs.2 (250Pcs),Sour & Sweets,Candies,Mayfair,500,440,425,,https://admin.dealcart.io/products/medium-1762340493321-MayFair%20Fruit%20Gala%20Jumbo%20Black%20Current%20Rs.2%20%281x100%29..webp,https://admin.dealcart.io/products/medium-1762340493321-MayFair%20Fruit%20Gala%20Jumbo%20Black%20Current%20Rs.2%20%281x100%29..webp
FRUIT GALA Strawberry JAR Rs.2 (250Pcs),Sour & Sweets,Candies,Mayfair,500,440,425,,https://admin.dealcart.io/products/medium-1762340530961-MayFair%20Fruit%20Gala%20Jumbo%20Strawberry%20Rs.2%20%281x100%29..webp,https://admin.dealcart.io/products/medium-1762340530961-MayFair%20Fruit%20Gala%20Jumbo%20Strawberry%20Rs.2%20%281x100%29..webp
MAYFAIR ECLAIRS POUCH Rs.5 (90Pcs),Sour & Sweets,Candies,Mayfair,450,420,410,,https://admin.dealcart.io/products/medium-1762340400503-MayFair%20Eclairs%20Standup%20Pouch%20Rs.5%20%281x90%29..webp,https://admin.dealcart.io/products/medium-1762340400503-MayFair%20Eclairs%20Standup%20Pouch%20Rs.5%20%281x90%29..webp
MAYFAIR MILKO TOFFEE RS.5 POUCH (90Pcs),Sour & Sweets,Candies,Mayfair,450,420,410,,https://admin.dealcart.io/products/medium-1762340619730-MayFair%20Special%20Egg%20%26%20Milk%20Cookies%20Rs.20%20%281x12%29..webp,https://admin.dealcart.io/products/medium-1762340619730-MayFair%20Special%20Egg%20%26%20Milk%20Cookies%20Rs.20%20%281x12%29..webp
Makhan Badami Rs.5 (30Pcs),Sour & Sweets,Candies,Gibs,150,135,130,,https://admin.dealcart.io/products/medium-1733381283477-Blue%20Band%20Regular%20Margarine%20100g..webp,https://admin.dealcart.io/products/medium-1733381283477-Blue%20Band%20Regular%20Margarine%20100g..webp
Fruit Chat Candy Rs.5 (50 Pcs),Sour & Sweets,Candies,JoJo,250,215,210,,,
Sweet Heart Candy Rs.5 (50 Pcs),Sour & Sweets,Candies,JoJo,250,215,210,,https://admin.dealcart.io/products/medium-1762340571313-MayFair%20Heart%20Rs.20%20%281x12%29..webp,https://admin.dealcart.io/products/medium-1762340571313-MayFair%20Heart%20Rs.20%20%281x12%29..webp
Milk Cow fudge toffee Rs.5 (100 Pcs),Sour & Sweets,Candies,Marleen,500,410,395,,https://admin.dealcart.io/products/medium-1749112930738-Fresh%20Cow%20Milk..webp,https://admin.dealcart.io/products/medium-1749112930738-Fresh%20Cow%20Milk..webp
Marleen Jumbo Éclair Rs.5 (80 Pcs),Sour & Sweets,Candies,Marleen,400,360,320,,https://admin.dealcart.io/products/medium-1703139708624-Me%20%26%20My%20Magic%20Jumbo%20%28Small%2080%20Pcs%29..webp,https://admin.dealcart.io/products/medium-1703139708624-Me%20%26%20My%20Magic%20Jumbo%20%28Small%2080%20Pcs%29..webp
LOVE Mix Flavour Candies Rs.5 (100 Pcs),Sour & Sweets,Candies,Marleen,500,410,395,,,
Lazer Mix Candies Rs.1 (150 Pcs),Sour & Sweets,Candies,Lazer,150,130,125,,,
Lazer Mix Candies Rs.2 (125 Pcs),Sour & Sweets,Candies,Lazer,250,215,210,,,
Lazer Mix Candies Rs.5 100 Pcs),Sour & Sweets,Candies,Lazer,500,420,410,,,
Punch Candy Rs.5 (50pcs),Sour & Sweets,Candies,Candyland,250,220,215,,https://admin.dealcart.io/products/medium-1753864477171-Punch%20Candy%20Jar%20Rs.%205%20%281x50%29..webp,https://admin.dealcart.io/products/medium-1753864477171-Punch%20Candy%20Jar%20Rs.%205%20%281x50%29..webp
Butter Scotch Candy Rs.5 (50pcs),Sour & Sweets,Candies,Candyland,250,220,215,,,
Cola Candy Rs.5 (50pcs),Sour & Sweets,Candies,Candyland,250,220,215,,https://admin.dealcart.io/products/medium-1753864498118-Cola%20Candy%20Bag%20Rs.%205%20%281x25%29..webp,https://admin.dealcart.io/products/medium-1753864498118-Cola%20Candy%20Bag%20Rs.%205%20%281x25%29..webp
Chilli Milli Candy Rs.5 (50pcs),Sour & Sweets,Candies,Candyland,250,220,215,,https://admin.dealcart.io/products/medium-1753863792911-Jelly%20Chilli%20Milli%20Party%20Pack..webp,https://admin.dealcart.io/products/medium-1753863792911-Jelly%20Chilli%20Milli%20Party%20Pack..webp
Fanty Candy Rs.5 (50pcs),Sour & Sweets,Candies,Candyland,250,220,215,,,
Kulfa Candy Rs.5 (50pcs),Sour & Sweets,Candies,Candyland,250,220,215,,https://admin.dealcart.io/products/medium-1747120989244-Wall%27s%20King%20Kulfa%20Cup%20100%20ml%20-%20Pack%20Of%203..webp,https://admin.dealcart.io/products/medium-1747120989244-Wall%27s%20King%20Kulfa%20Cup%20100%20ml%20-%20Pack%20Of%203..webp
Dewy Chewy Strawberry Rs.5 (50 Pcs),Sour & Sweets,Candies,Candyland,250,220,215,,https://admin.dealcart.io/products/medium-1727181930119-6902395842439%5B1%5D..webp,https://admin.dealcart.io/products/medium-1727181930119-6902395842439%5B1%5D..webp
Ooze Chew Rs. 5 (50 Pcs),Sour & Sweets,Candies,Candyland,250,220,215,,,
Candyland Eclair Rs.5 (50 Pcs),Sour & Sweets,Candies,Candyland,250,220,215,,https://admin.dealcart.io/products/medium-1743681473944-Eclairs%20imag..webp,https://admin.dealcart.io/products/medium-1743681473944-Eclairs%20imag..webp
Aamrus Gold Box (50 pcs),Sour & Sweets,Candies,Hilal,,,,,https://admin.dealcart.io/products/medium-1715781705301-SNCD0230..webp,https://admin.dealcart.io/products/medium-1715781705301-SNCD0230..webp
Aamras Bag (35 pcs),Sour & Sweets,Candies,Hilal,,,,,,
Aamras Box (75 pcs),Sour & Sweets,Candies,Hilal,,,,,https://admin.dealcart.io/products/medium-1715781705301-SNCD0230..webp,https://admin.dealcart.io/products/medium-1715781705301-SNCD0230..webp
Choran Chatni Gold Box (50 pcs),Sour & Sweets,Candies,Hilal,,,,,https://admin.dealcart.io/products/medium-1704966015019-Choran%20Chatni%20Classic%20Box%20Rs.%202.5..webp,https://admin.dealcart.io/products/medium-1704966015019-Choran%20Chatni%20Classic%20Box%20Rs.%202.5..webp
Choran Chatni Classic Bag (35 pcs),Sour & Sweets,Candies,Hilal,,,,,,
Choran Chatni Classic Box (75 pcs),Sour & Sweets,Candies,Hilal,,,,,https://admin.dealcart.io/products/medium-1704966015019-Choran%20Chatni%20Classic%20Box%20Rs.%202.5..webp,https://admin.dealcart.io/products/medium-1704966015019-Choran%20Chatni%20Classic%20Box%20Rs.%202.5..webp
Khopra Bag (35 pcs),Sour & Sweets,Candies,Hilal,,,,,,
Khopra Box (75 pcs),Sour & Sweets,Candies,Hilal,,,,,,
Khopra Gold Box (50 pcs),Sour & Sweets,Candies,Hilal,,,,,https://admin.dealcart.io/products/medium-1733298203423-Khpra%20Half%20peice%20100g_3x..webp,https://admin.dealcart.io/products/medium-1733298203423-Khpra%20Half%20peice%20100g_3x..webp
Hajmula Imli Bag (35 Pcs),Sour & Sweets,Candies,Hilal,,,,,https://admin.dealcart.io/products/medium-1720445240653-Hajmola%20Candy%20Bag%20Rs.%202.5%20%281x35%29..webp,https://admin.dealcart.io/products/medium-1720445240653-Hajmola%20Candy%20Bag%20Rs.%202.5%20%281x35%29..webp
Hajmula Imli Box (75 Pcs),Sour & Sweets,Candies,Hilal,,,,,https://admin.dealcart.io/products/medium-1713423832981-Hajmola%20Candy%20Box%20Rs.%202.5%20%281x70%29..webp,https://admin.dealcart.io/products/medium-1713423832981-Hajmola%20Candy%20Box%20Rs.%202.5%20%281x70%29..webp
Pan Pasand Box (75 pcs),Sour & Sweets,Candies,Hilal,,,,,https://admin.dealcart.io/products/medium-1719064611399-Pan%20Pasand%20Candy%20Box%20Rs.%202.5%20%281x70%29..webp,https://admin.dealcart.io/products/medium-1719064611399-Pan%20Pasand%20Candy%20Box%20Rs.%202.5%20%281x70%29..webp
Pan Pasand Bag (35 pcs),Sour & Sweets,Candies,Hilal,,,,,https://admin.dealcart.io/products/medium-1713249255584-Pan%20Pasand%20Candy%20Bag%20Rs.%202.5%20%281x35%29..webp,https://admin.dealcart.io/products/medium-1713249255584-Pan%20Pasand%20Candy%20Bag%20Rs.%202.5%20%281x35%29..webp
Super Sour Box (75 pcs),Sour & Sweets,Candies,Hilal,,,,,https://admin.dealcart.io/products/medium-1753864923166-Yums%20Sour%20Box%20Rs.%2010%20%281x24%29..webp,https://admin.dealcart.io/products/medium-1753864923166-Yums%20Sour%20Box%20Rs.%2010%20%281x24%29..webp
Super Sour Bag (35 pcs),Sour & Sweets,Candies,Hilal,,,,,,
Pickerz Chew Rs.10 (18Pcs),Sour & Sweets,Sour n Sweet,JoJo,180,165,160,,,
Fruit Niblets Chew Rs.10 (24Pcs),Sour & Sweets,Sour n Sweet,JoJo,240,210,205,,https://admin.dealcart.io/products/medium-1762340530961-MayFair%20Fruit%20Gala%20Jumbo%20Strawberry%20Rs.2%20%281x100%29..webp,https://admin.dealcart.io/products/medium-1762340530961-MayFair%20Fruit%20Gala%20Jumbo%20Strawberry%20Rs.2%20%281x100%29..webp
Mini Tiny RS.10 (24Pcs),Sour & Sweets,Sour n Sweet,JoJo,240,210,205,,,
Taffy Rope Rs. 10 (24Pcs) Strawberry,Sour & Sweets,Sour n Sweet,JoJo,240,210,205,,https://admin.dealcart.io/products/medium-1745397206946-Hilal%20Bake%20Time%20Fruit%20Slices%20Rs.%2040%20%281x6%29%20%285%20Packs%29..webp,https://admin.dealcart.io/products/medium-1745397206946-Hilal%20Bake%20Time%20Fruit%20Slices%20Rs.%2040%20%281x6%29%20%285%20Packs%29..webp
Taffy Rope Rs. 10 (24Pcs) B.Berry,Sour & Sweets,Sour n Sweet,JoJo,240,210,205,,https://admin.dealcart.io/products/medium-1745397206946-Hilal%20Bake%20Time%20Fruit%20Slices%20Rs.%2040%20%281x6%29%20%285%20Packs%29..webp,https://admin.dealcart.io/products/medium-1745397206946-Hilal%20Bake%20Time%20Fruit%20Slices%20Rs.%2040%20%281x6%29%20%285%20Packs%29..webp
Taffy Rope Rs. 10 (24Pcs) Watermelon,Sour & Sweets,Sour n Sweet,JoJo,240,210,205,,https://admin.dealcart.io/products/medium-1745397206946-Hilal%20Bake%20Time%20Fruit%20Slices%20Rs.%2040%20%281x6%29%20%285%20Packs%29..webp,https://admin.dealcart.io/products/medium-1745397206946-Hilal%20Bake%20Time%20Fruit%20Slices%20Rs.%2040%20%281x6%29%20%285%20Packs%29..webp
Silly Chilly Rope Rs. 10 (24Pcs),Sour & Sweets,Sour n Sweet,JoJo,240,210,205,,https://admin.dealcart.io/products/medium-1738572336384-Hero%20Image%2065ML..webp,https://admin.dealcart.io/products/medium-1738572336384-Hero%20Image%2065ML..webp
